2_methylpyridine,-57.7,164.59
26_dimethylpyridine,-55.6,188.287
3_chloroaniline,-76,182.699
3_methylpyridine,-58.5,164.912
4_chloroaniline,-75.5,182.737
4_ethylpyridine,-57.6,185.995
4_methyoxyaniline,-72.1,198.477
4_methylpyridine,-58.1,164.487
4_nitroaniline,-75.3,193.344
4_nitrophenol,-54.1,180.191
acetic_acid,-72.9,108.442
ammonia,-85.6,67.539
aniline,-74.1,164.476
butanoic_acid,-71.4,156.414
ethylamine,-71,120.057
m_cresol,-69.8,174.92
methylamine,-74.3,95.589
n_butylamine,-70.8,168.716
N_methylaniline,-63.5,187.911
o_cresol,-68.1,172.863
p_cresol,-70.2,175.193
phenol,-69.3,151.222
piperidine,-62.9,165.391
propanoic_acid,-72,131.843
pyridine,-60.8,140.86
quinoline,-57.5,192.854
triethylamine,-53,204.299
trimethylamine,-59.5,140.083